               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  42,            0.026389,            0.021419,                   0,             0.99043,              0.9405,             0.97986,             0.70467,            0.016628,           0.0067613,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.025638,            0.021195,                   0,             0.93567,             0.92565,             0.96894,             0.72974,            0.013777,           0.0070688,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.027879,            0.020174,                   0,             0.94598,             0.97273,             0.97957,             0.73205,            0.013288,           0.0065918,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.027901,            0.020642,                   0,             0.98141,             0.95964,             0.98946,             0.75308,            0.013056,           0.0062446,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.025677,            0.020228,                   0,             0.91353,             0.96047,             0.97845,             0.76206,            0.013588,           0.0064474,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.025982,            0.020605,                   0,             0.96248,             0.93284,             0.97016,             0.78285,            0.011892,           0.0062483,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.024382,            0.020829,                   0,             0.97208,             0.96364,             0.98002,             0.79999,            0.011835,           0.0060599,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.025378,            0.020766,                   0,             0.95455,             0.95456,             0.98897,             0.77101,            0.012774,           0.0066075,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.025913,            0.019734,                   0,             0.97315,             0.93636,             0.98436,             0.73712,             0.01403,           0.0067961,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.025485,            0.020419,                   0,             0.97164,             0.99091,             0.99365,             0.78612,            0.012046,           0.0058167,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.024117,            0.020426,                   0,             0.99072,             0.97031,             0.99437,             0.77771,            0.011537,           0.0058135,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.024428,            0.020442,                   0,                   1,             0.97089,             0.99473,             0.77623,            0.011633,           0.0056074,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.024565,            0.020976,                   0,             0.97452,             0.95455,             0.98527,             0.78102,            0.011493,           0.0061058,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.023727,             0.01831,                   0,             0.98146,              0.9625,             0.98494,             0.78797,            0.011658,           0.0059581,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.024594,            0.019334,                   0,             0.95214,             0.97273,             0.97399,             0.77085,            0.012972,           0.0063509,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.025141,            0.019212,                   0,             0.97661,             0.96364,               0.987,              0.7647,            0.012465,           0.0057678,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.023723,            0.020816,                   0,              0.9967,             0.97273,             0.99446,             0.79649,            0.011869,           0.0053627,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.023512,            0.020004,                   0,              0.9727,             0.97183,             0.99088,             0.79613,            0.012169,            0.005714,                   0,            0.004258,            0.004258,            0.004258
                  60,             0.02276,            0.018701,                   0,             0.97712,             0.95455,             0.99189,             0.78205,            0.013013,           0.0058653,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.023794,            0.020369,                   0,             0.99957,             0.95455,             0.99172,             0.80496,             0.01243,           0.0054824,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.022179,            0.018686,                   0,             0.99796,             0.97273,             0.99421,              0.7925,            0.011966,            0.005365,                   0,            0.003961,            0.003961,            0.003961
                  63,             0.02234,            0.019364,                   0,             0.96354,             0.96104,             0.98456,             0.74072,            0.015278,           0.0058938,                   0,            0.003862,            0.003862,            0.003862
                  64,             0.02286,            0.018257,                   0,             0.99055,              0.9531,             0.98813,             0.77867,            0.013596,           0.0056479,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.021874,            0.018237,                   0,             0.97962,             0.96364,             0.98475,             0.81315,              0.0118,           0.0055466,                   0,            0.003664,            0.003664,            0.003664
                  66,             0.02201,            0.018859,                   0,             0.97908,             0.96364,             0.98692,             0.80192,            0.011929,           0.0056088,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.022593,            0.018921,                   0,             0.98131,              0.9544,             0.99023,             0.79894,              0.0129,           0.0058776,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.021942,            0.018489,                   0,             0.99083,             0.98198,             0.99491,             0.80483,            0.011371,           0.0053077,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.021719,            0.019122,                   0,             0.98535,             0.96364,             0.98809,             0.79813,            0.011862,           0.0054771,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.022792,            0.018077,                   0,             0.97516,             0.95455,             0.98618,             0.78763,            0.012244,            0.005904,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.021243,            0.018176,                   0,             0.98157,              0.9682,             0.98879,              0.7925,            0.013021,           0.0059246,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.021491,            0.018683,                   0,             0.98128,             0.95292,             0.98548,             0.77944,             0.01385,           0.0058354,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.020756,            0.017708,                   0,             0.99062,             0.96052,             0.98583,             0.79945,            0.011911,           0.0056979,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.020918,            0.017376,                   0,             0.97807,             0.95455,             0.97951,             0.78202,             0.01281,           0.0057551,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.020745,             0.01779,                   0,             0.96287,             0.94289,             0.97883,             0.78825,            0.012024,           0.0057284,                   0,            0.002674,            0.002674,            0.002674
                  76,             0.02117,            0.018083,                   0,             0.96169,             0.97273,             0.98174,             0.78652,            0.011906,           0.0059605,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.021568,            0.017661,                   0,             0.96341,             0.95751,             0.98329,             0.78864,             0.01192,           0.0057789,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.021056,            0.017677,                   0,             0.97219,              0.9534,             0.98733,             0.78445,            0.011815,           0.0059153,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.020954,            0.017558,                   0,                   1,             0.94509,             0.99322,             0.79528,            0.011622,           0.0055352,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.020397,            0.017903,                   0,             0.99054,             0.95148,             0.98712,             0.79089,            0.011886,           0.0057606,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.020094,            0.017668,                   0,             0.98488,             0.95455,             0.98245,             0.80272,            0.011317,           0.0056817,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.019451,            0.016913,                   0,             0.98983,             0.96364,             0.99284,             0.80921,             0.01089,           0.0053222,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.019624,            0.018088,                   0,              0.9908,             0.97913,             0.99315,             0.80255,             0.01148,           0.0056196,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.018418,            0.017544,                   0,             0.98979,             0.95455,             0.99016,             0.80043,            0.011524,           0.0054659,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.019893,            0.016879,                   0,             0.97985,             0.98182,             0.99249,             0.80284,            0.011073,           0.0054214,                   0,            0.001684,            0.001684,            0.001684
                  86,             0.01924,            0.017928,                   0,             0.97296,             0.98124,             0.99172,             0.80552,            0.010823,           0.0055753,                   0,            0.001585,            0.001585,            0.001585
                  87,             0.01963,            0.017132,                   0,             0.96428,             0.98182,              0.9916,             0.81063,            0.010775,           0.0056864,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.019451,            0.016328,                   0,             0.97271,             0.97214,             0.99108,             0.81177,            0.011068,           0.0056468,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.020329,            0.016876,                   0,             0.97268,               0.971,             0.99076,             0.81506,            0.011193,           0.0057727,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.019792,            0.016056,                   0,             0.97248,             0.96363,             0.98973,              0.8109,            0.011178,           0.0058945,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.019886,            0.016569,                   0,             0.97266,              0.9702,             0.99001,             0.80586,            0.010818,           0.0056805,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.019964,             0.01725,                   0,              0.9727,             0.97177,             0.98938,               0.813,            0.010753,           0.0055554,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.018778,            0.017389,                   0,             0.97238,             0.96034,             0.98726,              0.8022,            0.011088,           0.0056465,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.019046,            0.017107,                   0,             0.98015,             0.96364,             0.99075,             0.80689,            0.011117,           0.0056456,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.018818,            0.017128,                   0,             0.99062,             0.96014,             0.99137,             0.80961,            0.011011,           0.0056388,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.018397,            0.016129,                   0,             0.98995,             0.95455,             0.99142,             0.80441,            0.010977,           0.0055558,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.018744,            0.017076,                   0,             0.97269,             0.97146,             0.99106,             0.80853,            0.010874,           0.0055198,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.018343,            0.016581,                   0,             0.98145,              0.9622,             0.99036,             0.80992,            0.011103,           0.0055832,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.018374,            0.017303,                   0,             0.97267,             0.97048,             0.99037,             0.81124,            0.010927,           0.0056416,                   0,            0.000298,            0.000298,            0.000298
